bus_id,voltage,dc,symbol,under_construction,tags,x,y,country,geometry
virtual_way/171260473:1-220,220,f,Substation,f,way/171260473;way/171422880;way/171439133;way/171441480,-0.5271071,39.1548995,ES,POINT (-0.5271071 39.1548995)
virtual_way/171419970:0-220,220,f,Substation,f,way/171419970;way/171419972;way/171419974,-0.4703701,38.4773562,ES,POINT (-0.4703701 38.4773562)
virtual_way/171419970:1-220,220,f,Substation,f,way/171419970,-0.1563536,38.5965782,ES,POINT (-0.1563536 38.5965782)
virtual_way/171536996:1-220,220,f,Substation,f,way/171536996;way/401817157;way/401817159,-0.7502848,38.4395101,ES,POINT (-0.7502848 38.4395101)
virtual_way/171557468:0-220,220,f,Substation,f,way/171557468;way/171557469;way/582657079,-3.8899021,37.7858002,ES,POINT (-3.8899021 37.7858002)
virtual_way/171558293:1-220,220,f,Substation,f,way/171558293;way/171558294;way/171560232,-3.9292452,39.3250529,ES,POINT (-3.9292452 39.3250529)
virtual_way/171558294:a:1-220,220,f,Substation,f,way/171558294;way/218432500,-3.8837973,39.69312,ES,POINT (-3.8837973 39.69312)
virtual_way/171587619:1-220,220,f,Substation,f,way/171587619,-0.3855457,39.4386851,ES,POINT (-0.3855457 39.4386851)
virtual_way/171839055:1-220,220,f,Substation,f,way/171839055;way/558464018;way/558464019,21.0480093,51.3583045,PL,POINT (21.0480093 51.3583045)
virtual_way/172089700:1-220,220,f,Substation,f,way/172089700;way/312025417;way/375221662,19.2454737,50.744001,PL,POINT (19.2454737 50.744001)
virtual_way/172201472:1-400,400,f,Substation,f,way/172201472;way/200507300;way/202066158,13.0325287,56.8577214,SE,POINT (13.0325287 56.8577214)
virtual_way/172279656:1-220,220,f,Substation,f,way/172279656,21.14383824,50.10500413,PL,POINT (21.14383824 50.10500413)
virtual_way/172394894:0-330,330,f,Substation,f,way/172394894;way/997803611;way/997803612,24.62489144,54.7614204,LT,POINT (24.62489144 54.7614204)
virtual_way/172447170:0-220,220,f,Substation,f,way/172447170;way/172447171;way/172447173,18.87627734,50.19195678,PL,POINT (18.87627734 50.19195678)
virtual_way/173020701:1-330,330,f,Substation,f,way/173020701;way/173022462;way/295271747,36.3656986,49.7792504,UA,POINT (36.3656986 49.7792504)
virtual_way/173801976:1-225,225,f,Substation,f,way/173801976;way/407317821;way/490560356,4.5340929,46.5929913,FR,POINT (4.5340929 46.5929913)
virtual_way/174150969:0-220,220,f,Substation,f,way/174150969;way/174150971;way/174150972,13.50404432,50.41181268,CZ,POINT (13.50404432 50.41181268)
virtual_way/174318344:1-400,400,f,Substation,f,way/174318344,13.7817588,50.5786265,CZ,POINT (13.7817588 50.5786265)
virtual_way/174920695:1-400,400,f,Substation,f,way/174920695;way/174920698;way/174920702;way/808253263,21.18782385,44.78011031,RS,POINT (21.18782385 44.78011031)
virtual_way/174920697:1-400,400,f,Substation,f,way/174920697;way/174920699;way/174920701;way/174920703,21.1994962,44.7640278,RS,POINT (21.1994962 44.7640278)
virtual_way/175128983:0-400,400,f,Substation,f,way/175128983,4.68025401,49.89046574,FR,POINT (4.68025401 49.89046574)
virtual_way/176700313:0-225,225,f,Substation,f,way/176700313,5.99460007,46.18632532,CH,POINT (5.99460007 46.18632532)
virtual_way/17673603:0-380,380,f,Substation,f,way/17673603;way/28861605,9.3940779,48.7181752,DE,POINT (9.3940779 48.7181752)
virtual_way/17673603:1-380,380,f,Substation,f,way/17673603;way/24523546;way/43292052,9.3025725,48.8831812,DE,POINT (9.3025725 48.8831812)
virtual_way/176754571:1-400,400,f,Substation,f,way/176754571;way/261267120;way/261267122;way/261267123,27.2607544,42.9359344,BG,POINT (27.2607544 42.9359344)
virtual_way/176820945:0-220,220,f,Substation,f,way/1302963578;way/1302963579;way/176820945,-3.5252584,40.4032035,ES,POINT (-3.5252584 40.4032035)
virtual_way/178126931:1-220,220,f,Substation,f,way/178126931;way/178127601;way/178127606,1.98150085,41.37526438,ES,POINT (1.98150085 41.37526438)
virtual_way/178127858:0-400,400,f,Substation,f,way/1254954889;way/178127858;way/204707705,2.0283186,41.32560233,ES,POINT (2.0283186 41.32560233)
virtual_way/178184493:1-400,400,f,Substation,f,way/178184493;way/178192897;way/178192899,25.6122294,60.4313118,FI,POINT (25.6122294 60.4313118)
virtual_way/178192890:0-400,400,f,Substation,f,way/178192890;way/178192908;way/178192910,25.7880839,60.43208424,FI,POINT (25.7880839 60.43208424)
virtual_way/178192896:1-400,400,f,Substation,f,way/178192896;way/178192908;way/178192910,25.72767821,60.4333418,FI,POINT (25.72767821 60.4333418)
virtual_way/178192902:0-400,400,f,Substation,f,way/178192902;way/178209572;way/178209573,25.97848765,60.47412252,FI,POINT (25.97848765 60.47412252)
virtual_way/178409458:1-220,220,f,Substation,f,way/178409458;way/398888387,2.0961151,41.3870033,ES,POINT (2.0961151 41.3870033)
virtual_way/178708511:1-220,220,f,Substation,f,way/178708511;way/876005170;way/907067143,8.40274878,53.2367126,DE,POINT (8.40274878 53.2367126)
virtual_way/179323113:1-220,220,f,Substation,f,way/179323113;way/478457844;way/478457845;way/478457853,23.96582394,43.48799248,BG,POINT (23.96582394 43.48799248)
virtual_way/181168333:1-400,400,f,Substation,f,way/1129323636;way/1129323638;way/1146885760;way/181168333,21.92017998,48.54840897,SK,POINT (21.92017998 48.54840897)
virtual_way/181664118:1-220,220,f,Substation,f,way/181664118;way/182253922;way/401766793,-5.2269841,37.6667615,ES,POINT (-5.2269841 37.6667615)
virtual_way/181674246:0-220,220,f,Substation,f,way/1316892966;way/181674246;way/651707257,-5.2602236,36.41475355,ES,POINT (-5.2602236 36.41475355)
virtual_way/181912572:1-400,400,f,Substation,f,way/181912572,-1.69361424,42.17772343,ES,POINT (-1.69361424 42.17772343)
virtual_way/181916247:1-220,220,f,Substation,f,way/181916247;way/181916251;way/181916253,-1.6460466,42.0651825,ES,POINT (-1.6460466 42.0651825)
virtual_way/181916252:1-220,220,f,Substation,f,way/181916252;way/401218725;way/668271255,-1.7138841,42.1111453,ES,POINT (-1.7138841 42.1111453)
virtual_way/182089444:0-220,220,f,Substation,f,way/182089444;way/216226369;way/401766793,-5.0276973,37.7588926,ES,POINT (-5.0276973 37.7588926)
virtual_way/182253923:1-220,220,f,Substation,f,way/182253923;way/182253924;way/182253928,-5.15832535,37.5726564,ES,POINT (-5.15832535 37.5726564)
virtual_way/182260863:1-220,220,f,Substation,f,way/182260863,-6.0880047,36.6113345,ES,POINT (-6.0880047 36.6113345)
virtual_way/182260864:1-220,220,f,Substation,f,way/1325267277;way/182260864;way/401960474,-5.9517093,36.6389899,ES,POINT (-5.9517093 36.6389899)
virtual_way/183753902:1-225,225,f,Substation,f,way/183753902;way/278718566;way/278718681,4.7307718,44.3138703,FR,POINT (4.7307718 44.3138703)
virtual_way/183969782:0-225,225,f,Substation,f,way/1362357125;way/183969782,4.75606494,44.63504681,FR,POINT (4.75606494 44.63504681)
virtual_way/184007156:1-380,380,f,Substation,f,way/184007156;way/318508032,7.26879235,52.65592641,DE,POINT (7.26879235 52.65592641)
virtual_way/184631098:1-220,220,f,Substation,f,way/184631098,19.06967112,44.40383968,BA,POINT (19.06967112 44.40383968)
virtual_way/184631104:1-400,400,f,Substation,f,way/184631104,17.1600753,44.8593493,BA,POINT (17.1600753 44.8593493)
virtual_way/184897025:a:1-220,220,f,Substation,f,way/184897025;way/220890860,-8.3259456,42.7599282,ES,POINT (-8.3259456 42.7599282)
virtual_way/184897025:b:1-220,220,f,Substation,f,way/1464886528;way/184897025;way/186028833,-8.24036599,42.8273498,ES,POINT (-8.24036599 42.8273498)
virtual_way/186361898:0-225,225,f,Substation,f,way/186361898,7.60591032,48.64801793,FR,POINT (7.60591032 48.64801793)
virtual_way/186787004:1-300,300,f,Substation,f,way/186787004;way/288576325,5.65086104,58.96284891,NO,POINT (5.65086104 58.96284891)
virtual_way/186825520:1-225,225,f,Substation,f,way/1463717751;way/1463717756;way/186825520,2.6672167,48.8260593,FR,POINT (2.6672167 48.8260593)
virtual_way/187032973:0-330,330,f,Substation,f,way/187032973;way/926795292;way/926795293,37.07642203,47.98277032,UA,POINT (37.07642203 47.98277032)
virtual_way/187032973:1-330,330,f,Substation,f,way/187032973;way/926795294;way/926795295,36.77042913,47.92907821,UA,POINT (36.77042913 47.92907821)
virtual_way/187189720:1-220,220,f,Substation,f,way/187189720,-7.1885403,42.1542734,ES,POINT (-7.1885403 42.1542734)
virtual_way/187787571:1-400,400,f,Substation,f,way/1144174252;way/1144174253;way/1144174255;way/187787571,20.95722275,48.95815514,SK,POINT (20.95722275 48.95815514)
virtual_way/188481602:1-400,400,f,Substation,f,way/1396685141;way/1396685142;way/188481602,23.71940738,43.7595227,BG,POINT (23.71940738 43.7595227)
virtual_way/188524786:1-220,220,f,Substation,f,way/188524786;way/192332070;way/194364700,-5.4739677,43.3794694,ES,POINT (-5.4739677 43.3794694)
virtual_way/188593992:0-220,220,f,Substation,f,way/188593992,-7.0393006,42.32933955,ES,POINT (-7.0393006 42.32933955)
virtual_way/188593993:0-220,220,f,Substation,f,way/188593993;way/488051777;way/828182172,-7.2066465,42.3306366,ES,POINT (-7.2066465 42.3306366)
virtual_way/188737729:1-400,400,f,Substation,f,way/188737729,-7.47896355,43.70202765,ES,POINT (-7.47896355 43.70202765)
virtual_way/188965945:1-400,400,f,Substation,f,way/188965945,11.8170337,59.33741146,SE,POINT (11.8170337 59.33741146)
virtual_way/189145558:0-220,220,f,Substation,f,way/189145558,6.99593046,51.51407212,DE,POINT (6.99593046 51.51407212)
virtual_way/189171422:0-400,400,f,Substation,f,way/189171422;way/189184550;way/401501249,-6.3645331,43.2969947,ES,POINT (-6.3645331 43.2969947)
virtual_way/189171422:1-400,400,f,Substation,f,way/189171422;way/192643742;way/192648428,-5.8996476,43.3063153,ES,POINT (-5.8996476 43.3063153)
virtual_way/189574880:1-220,220,f,Substation,f,way/189574880;way/189574881,9.20890083,49.03055025,DE,POINT (9.20890083 49.03055025)
virtual_way/190038871:0-400,400,f,Substation,f,way/1242286067;way/190038871;way/190038877,-5.7009521,43.2923067,ES,POINT (-5.7009521 43.2923067)
virtual_way/190110743:1-220,220,f,Substation,f,way/190110743;way/194377750;way/194377756,-5.8196792,43.3279905,ES,POINT (-5.8196792 43.3279905)
virtual_way/190110748:a:1-220,220,f,Substation,f,way/1243135773;way/190110748,-5.89516105,43.32555176,ES,POINT (-5.89516105 43.32555176)
virtual_way/190248193:1-220,220,f,Substation,f,way/190248193;way/190248202;way/190248205,1.3446849,42.3188959,ES,POINT (1.3446849 42.3188959)
virtual_way/190339730:1-220,220,f,Substation,f,way/190339730;way/226154396;way/226600469,24.5885055,43.3965324,BG,POINT (24.5885055 43.3965324)
virtual_way/190427837:1-400,400,f,Substation,f,way/190427837,17.6886432,48.4581389,SK,POINT (17.6886432 48.4581389)
virtual_way/190447888:0-220,220,f,Substation,f,way/190447888,8.04362656,47.346109,CH,POINT (8.04362656 47.346109)
virtual_way/191054131:0-220,220,f,Substation,f,way/191054131;way/191055890;way/401960458,-5.8245805,36.4631979,ES,POINT (-5.8245805 36.4631979)
virtual_way/191212861:1-220,220,f,Substation,f,way/191212861;way/793080812;way/975009899,16.6789527,44.931184,BA,POINT (16.6789527 44.931184)
virtual_way/191280199:1-400,400,f,Substation,f,way/191280199,23.77471914,46.83734716,RO,POINT (23.77471914 46.83734716)
virtual_way/191492710:0-220,220,f,Substation,f,way/191492710;way/194699936;way/194699937,-6.49127464,42.82805426,ES,POINT (-6.49127464 42.82805426)
virtual_way/191689385:0-380,380,f,Substation,f,way/191689385;way/465917479;way/465917480,15.7992773,38.2298697,IT,POINT (15.7992773 38.2298697)
virtual_way/191954677:1-220,220,f,Substation,f,way/1149581767;way/191954677;way/303208102,21.97678145,48.55539406,SK,POINT (21.97678145 48.55539406)
virtual_way/192313168:0-220,220,f,Substation,f,way/192313168;way/192313172;way/192313173,-4.0488387,43.1218521,ES,POINT (-4.0488387 43.1218521)
virtual_way/192643724:1-400,400,f,Substation,f,way/192643724;way/192643742;way/192643743,-5.6365208,42.8095639,ES,POINT (-5.6365208 42.8095639)
virtual_way/192648425:1-400,400,f,Substation,f,way/192648425;way/194369827,-5.89495624,43.32577868,ES,POINT (-5.89495624 43.32577868)
virtual_way/192938115:1-220,220,f,Substation,f,way/192938115;way/231684303;way/361439224,9.4571669,45.9994818,IT,POINT (9.4571669 45.9994818)
virtual_way/193593279:b:1-400,400,f,Substation,f,way/193593279;way/401804119;way/401804122,-3.4786877,43.3136211,ES,POINT (-3.4786877 43.3136211)
virtual_way/194174458:0-220,220,f,Substation,f,way/1392210270;way/194174458;way/247774984;way/247775338,25.8874474,42.7976915,BG,POINT (25.8874474 42.7976915)
virtual_way/194351442:1-220,220,f,Substation,f,way/194351442;way/194351443;way/814319259,-6.5633121,42.5587603,ES,POINT (-6.5633121 42.5587603)
virtual_way/194369827:a:1-400,400,f,Substation,f,way/194369827;way/575385138,-5.9334082,43.3602184,ES,POINT (-5.9334082 43.3602184)
virtual_way/194683262:1-220,220,f,Substation,f,way/194683262;way/356313610;way/366129087,6.5602429,46.5622968,CH,POINT (6.5602429 46.5622968)
virtual_way/194701799:0-220,220,f,Substation,f,way/194701799;way/402027525;way/816669240,-5.0351852,41.5537157,ES,POINT (-5.0351852 41.5537157)
virtual_way/194701799:1-220,220,f,Substation,f,way/194701799;way/401576546,-4.8047666,41.6152043,ES,POINT (-4.8047666 41.6152043)
virtual_way/195557374:0-330,330,f,Substation,f,way/195557374;way/195557381;way/263553531,33.3234692,46.7605137,UA,POINT (33.3234692 46.7605137)
virtual_way/195557381:a:1-330,330,f,Substation,f,way/195557381;way/669758613,33.1306804,46.8162873,UA,POINT (33.1306804 46.8162873)
virtual_way/195874200:1-400,400,f,Substation,f,way/195874200,23.41198726,44.6717138,RO,POINT (23.41198726 44.6717138)
virtual_way/196202216:a:1-220,220,f,Substation,f,way/196202216;way/196202219,-2.2530012,43.0175501,ES,POINT (-2.2530012 43.0175501)
virtual_way/196207062:1-400,400,f,Substation,f,way/196207062;way/196207067;way/196215047,-2.2506381,43.2346913,ES,POINT (-2.2506381 43.2346913)
virtual_way/196216002:1-400,400,f,Substation,f,way/196216002,-2.8750824,43.43379555,ES,POINT (-2.8750824 43.43379555)
virtual_way/196371122:0-220,220,f,Substation,f,way/196371122;way/196382207;way/207604359,-3.10896379,43.1339829,ES,POINT (-3.10896379 43.1339829)
virtual_way/196377179:1-400,400,f,Substation,f,way/196377179,-3.05348139,43.33805966,ES,POINT (-3.05348139 43.33805966)
virtual_way/196377182:0-400,400,f,Substation,f,way/196377182;way/196377192;way/401804119,-3.152494,43.3057826,ES,POINT (-3.152494 43.3057826)
virtual_way/196377186:0-400,400,f,Substation,f,way/196377186;way/196377193;way/196377194,-3.075864,43.344699,ES,POINT (-3.075864 43.344699)
virtual_way/196379340:0-220,220,f,Substation,f,way/196379340,-3.05369684,43.33783832,ES,POINT (-3.05369684 43.33783832)
virtual_way/196379345:0-220,220,f,Substation,f,way/196379345;way/196380399;way/196380400,-3.0425661,43.2992352,ES,POINT (-3.0425661 43.2992352)
virtual_way/196382206:0-220,220,f,Substation,f,way/196382206;way/196382209;way/196382213,-3.0740253,43.18969135,ES,POINT (-3.0740253 43.18969135)
virtual_way/196382210:1-220,220,f,Substation,f,way/196382210,-3.1040426,43.2033298,ES,POINT (-3.1040426 43.2033298)
virtual_way/196392711:1-220,220,f,Substation,f,way/196392711;way/196478729;way/196483356,-2.9378213,43.2286161,ES,POINT (-2.9378213 43.2286161)
virtual_way/196392712:1-220,220,f,Substation,f,way/196392712;way/196392714;way/196392715,-2.8481676,43.3056135,ES,POINT (-2.8481676 43.3056135)
virtual_way/196480063:1-225,225,f,Substation,f,way/1420958778;way/196480063;way/467599641,6.0530481,43.750669,FR,POINT (6.0530481 43.750669)
virtual_way/196483353:0-220,220,f,Substation,f,way/196483353;way/196483354;way/196484247,-2.575452,43.1619677,ES,POINT (-2.575452 43.1619677)
virtual_way/196483357:1-220,220,f,Substation,f,way/196483357;way/196484247;way/196484250,-2.3880182,43.0998195,ES,POINT (-2.3880182 43.0998195)
virtual_way/196487406:1-220,220,f,Substation,f,way/196487406;way/401275593,-1.80513387,43.32571855,ES,POINT (-1.80513387 43.32571855)
virtual_way/196488524:0-220,220,f,Substation,f,way/196488524;way/196488526,-1.88569215,43.3134256,ES,POINT (-1.88569215 43.3134256)
virtual_way/196488526:0-220,220,f,Substation,f,way/196488526;way/401275590,-1.89269579,43.32505206,ES,POINT (-1.89269579 43.32505206)
virtual_way/196526410:1-220,220,f,Substation,f,way/1151541590;way/196526410;way/196533209,-2.8263904,42.6113102,ES,POINT (-2.8263904 42.6113102)
virtual_way/196533194:1-220,220,f,Substation,f,way/196533194;way/196533215,-2.4386674,42.4220677,ES,POINT (-2.4386674 42.4220677)
virtual_way/196558061:1-400,400,f,Substation,f,way/1465673417;way/1465673418;way/196558061,23.08343039,42.49337159,BG,POINT (23.08343039 42.49337159)
virtual_way/196558069:1-400,400,f,Substation,f,way/196558069;way/196558083;way/196558088,23.00830925,42.54907242,BG,POINT (23.00830925 42.54907242)
virtual_way/196558098:1-400,400,f,Substation,f,way/1097505502;way/196558098;way/335787753,23.1097894,42.8151261,BG,POINT (23.1097894 42.8151261)
virtual_way/196574335:0-400,400,f,Substation,f,way/196574335;way/196574360,23.23403611,42.9723716,BG,POINT (23.23403611 42.9723716)
virtual_way/196574335:1-400,400,f,Substation,f,way/196574335;way/196574342,23.23365914,43.0344501,BG,POINT (23.23365914 43.0344501)
virtual_way/196574338:0-400,400,f,Substation,f,way/196574338;way/196574351;way/196574358,23.23283143,42.9269863,BG,POINT (23.23283143 42.9269863)
virtual_way/196574340:0-400,400,f,Substation,f,way/196574340;way/196574341;way/196574362,23.24033228,42.95972092,BG,POINT (23.24033228 42.95972092)
virtual_way/196574344:0-400,400,f,Substation,f,way/196574344;way/196574355,23.26244298,43.05015229,BG,POINT (23.26244298 43.05015229)
virtual_way/196574366:b:1-400,400,f,Substation,f,way/196574366;way/204958624,23.32132397,43.26937805,BG,POINT (23.32132397 43.26937805)
virtual_way/196574366:d:1-400,400,f,Substation,f,way/196574366;way/204958622,23.31654209,43.2967998,BG,POINT (23.31654209 43.2967998)
virtual_way/196578885:1-400,400,f,Substation,f,way/196578885;way/196578890;way/196578895,23.67615134,43.63891003,BG,POINT (23.67615134 43.63891003)
virtual_way/196578891:0-400,400,f,Substation,f,way/196578891;way/196578893;way/196578897,23.72009072,43.66076702,BG,POINT (23.72009072 43.66076702)
virtual_way/196578892:0-400,400,f,Substation,f,way/196578892;way/196578900;way/450314212,23.79083771,43.66964633,BG,POINT (23.79083771 43.66964633)
virtual_way/196578894:1-400,400,f,Substation,f,way/196578894;way/196578897;way/196578898,23.73757001,43.71914216,BG,POINT (23.73757001 43.71914216)
virtual_way/196672670:1-400,400,f,Substation,f,way/196672670;way/196723099;way/206906355,27.92302527,45.46635669,RO,POINT (27.92302527 45.46635669)
virtual_way/196672676:1-400,400,f,Substation,f,way/196672676,27.92140781,45.16706268,RO,POINT (27.92140781 45.16706268)
virtual_way/196672679:1-220,220,f,Substation,f,way/196672679,27.92108308,45.16692342,RO,POINT (27.92108308 45.16692342)
virtual_way/196723111:a:1-220,220,f,Substation,f,way/196723111;way/273362750,27.3011262,45.73470636,RO,POINT (27.3011262 45.73470636)
virtual_way/197575529:0-330,330,f,Substation,f,way/197575529;way/264748781;way/290566383,30.5245919,46.5450887,UA,POINT (30.5245919 46.5450887)
virtual_way/197819526:1-420,420,f,Substation,f,way/197819526;way/589054140;way/589054141;way/589054142,14.1565007,66.383999,NO,POINT (14.1565007 66.383999)
virtual_way/198233166:0-400,400,f,Substation,f,way/1389549715;way/1389549741;way/198233166,23.0052583,42.2418785,BG,POINT (23.0052583 42.2418785)
virtual_way/198283102:1-220,220,f,Substation,f,way/198283102;way/208263467;way/208452704,23.744074,46.5046955,RO,POINT (23.744074 46.5046955)
virtual_way/198741169:1-400,400,f,Substation,f,way/198741169,27.3103696,44.2269932,RO,POINT (27.3103696 44.2269932)
virtual_way/198777642:1-400,400,f,Substation,f,way/198777642;way/210831974,24.63700697,45.32744507,RO,POINT (24.63700697 45.32744507)
virtual_way/198777655:a:1-220,220,f,Substation,f,way/198777655;way/199657981,23.7506624,44.381826,RO,POINT (23.7506624 44.381826)
virtual_way/198777686:0-220,220,f,Substation,f,way/198777686;way/957994241;way/957994242,24.28521885,44.45337225,RO,POINT (24.28521885 44.45337225)
virtual_way/199208152:1-380,380,f,Substation,f,way/1131127615;way/199208152;way/906989420,8.4019613,52.4966855,DE,POINT (8.4019613 52.4966855)
virtual_way/199252938:0-330,330,f,Substation,f,way/1127838924;way/199252938;way/205755753,24.10078,49.6887811,UA,POINT (24.10078 49.6887811)
virtual_way/199288415:1-220,220,f,Substation,f,way/1155109900;way/199288415;way/334833157,9.3240451,44.417295,IT,POINT (9.3240451 44.417295)
virtual_way/199657976:a:0-220,220,f,Substation,f,way/199657976;way/199657981;way/311667728,23.5258649,44.7240543,RO,POINT (23.5258649 44.7240543)
virtual_way/199657976:a:1-220,220,f,Substation,f,way/199657976;way/199657989,23.3675666,45.0001967,RO,POINT (23.3675666 45.0001967)
virtual_way/199657985:1-400,400,f,Substation,f,way/199657985;way/199657996;way/238491874,23.5281545,45.0110894,RO,POINT (23.5281545 45.0110894)
virtual_way/199901909:1-380,380,f,Substation,f,way/199901909,17.09966948,47.90972352,AT,POINT (17.09966948 47.90972352)
virtual_way/200139363:0-220,220,f,Substation,f,way/1127859850;way/200139363;way/305434729,24.12139749,49.89009735,UA,POINT (24.12139749 49.89009735)
virtual_way/200409360:0-220,220,f,Substation,f,way/200409360;way/349635742;way/349635743,8.7530299,49.3096261,DE,POINT (8.7530299 49.3096261)
virtual_way/200507299:1-400,400,f,Substation,f,way/1025505727;way/200507299;way/263725480,13.00543774,56.9043499,SE,POINT (13.00543774 56.9043499)
virtual_way/201293322:1-220,220,f,Substation,f,way/201293322;way/211691703;way/211691704;way/376574848,9.45274354,45.65655293,IT,POINT (9.45274354 45.65655293)
virtual_way/201404290:0-220,220,f,Substation,f,way/201404290,10.99014801,45.75683018,IT,POINT (10.99014801 45.75683018)
virtual_way/201624576:1-220,220,f,Substation,f,way/201624576,-6.10713104,37.64985766,ES,POINT (-6.10713104 37.64985766)
virtual_way/201775656:0-220,220,f,Substation,f,way/201775656,6.65076845,51.55370065,DE,POINT (6.65076845 51.55370065)
virtual_way/202011154:0-220,220,f,Substation,f,way/202011154,10.920132,56.4268088,DK,POINT (10.920132 56.4268088)
virtual_way/202257880:1-220,220,f,Substation,f,way/202257880;way/375685124,13.5726909,45.7968864,IT,POINT (13.5726909 45.7968864)
virtual_way/203227159:1-220,220,f,Substation,f,way/203227159;way/402415633;way/402415649,-3.6973245,40.5164462,ES,POINT (-3.6973245 40.5164462)
virtual_way/203227160:1-220,220,f,Substation,f,way/1155040550;way/203227160;way/203227162;way/203227163,-3.84961824,40.5149197,ES,POINT (-3.84961824 40.5149197)
virtual_way/203926622:0-330,330,f,Substation,f,way/203926622;way/294654497;way/364668905,36.4785059,49.5686593,UA,POINT (36.4785059 49.5686593)
virtual_way/203991560:0-225,225,f,Substation,f,way/1234916162;way/1234916163;way/203991560,2.1098391,48.689859,FR,POINT (2.1098391 48.689859)
virtual_way/204049670:0-220,220,f,Substation,f,way/204049670;way/241191101,-3.9190434,40.3683795,ES,POINT (-3.9190434 40.3683795)
virtual_way/204049670:1-220,220,f,Substation,f,way/204049670,-3.90420001,40.3484577,ES,POINT (-3.90420001 40.3484577)
virtual_way/204125739:0-220,220,f,Substation,f,way/1133950403;way/204125739;way/290375106,24.1643404,49.460268,UA,POINT (24.1643404 49.460268)
virtual_way/204971169:0-400,400,f,Substation,f,way/1464546564;way/204971169;way/227152337,23.3469615,42.8322722,BG,POINT (23.3469615 42.8322722)
virtual_way/204971169:1-400,400,f,Substation,f,way/1464546564;way/1464546565;way/204971169,23.3660706,42.8305205,BG,POINT (23.3660706 42.8305205)
virtual_way/205384252:0-220,220,f,Substation,f,way/1083327521;way/205384252;way/208294481,24.3063192,45.0082548,RO,POINT (24.3063192 45.0082548)
virtual_way/205542337:1-220,220,f,Substation,f,way/205542337;way/208452702;way/208452704,23.8042976,46.3646831,RO,POINT (23.8042976 46.3646831)
virtual_way/205597562:0-220,220,f,Substation,f,way/205597562;way/205598131;way/211744267,10.69789,45.4043732,IT,POINT (10.69789 45.4043732)
virtual_way/205598131:a:1-220,220,f,Substation,f,way/1217849963;way/205598131,10.7406771,45.4336828,IT,POINT (10.7406771 45.4336828)
virtual_way/205752836:0-220,220,f,Substation,f,way/205752836,25.4006345,45.0006581,RO,POINT (25.4006345 45.0006581)
virtual_way/205752847:1-220,220,f,Substation,f,way/205752847,25.44604385,44.9017343,RO,POINT (25.44604385 44.9017343)
virtual_way/206523974:0-220,220,f,Substation,f,way/1023201064;way/1023201065;way/206523974;way/495725231,17.2454451,64.1047508,SE,POINT (17.2454451 64.1047508)
virtual_way/206628452:0-420,420,f,Substation,f,way/206628452;way/552435149;way/552435151;way/552435154,9.457948,59.23136185,NO,POINT (9.457948 59.23136185)
virtual_way/206971056:1-220,220,f,Substation,f,way/206971056;way/206971063;way/206974027,12.3916089,45.8641593,IT,POINT (12.3916089 45.8641593)
virtual_way/206974027:1-220,220,f,Substation,f,way/206974027;way/210619792;way/210619794,12.4321571,45.7970776,IT,POINT (12.4321571 45.7970776)
virtual_way/207032094:1-220,220,f,Substation,f,way/207032094;way/207032095,-5.08818456,39.77913395,ES,POINT (-5.08818456 39.77913395)
virtual_way/207107137:1-225,225,f,Substation,f,way/207107137,4.81951992,43.97770096,FR,POINT (4.81951992 43.97770096)
virtual_way/207561545:1-225,225,f,Substation,f,way/207561545;way/208387927;way/641028154,6.0640595,49.309393,FR,POINT (6.0640595 49.309393)
virtual_way/207579638:1-220,220,f,Substation,f,way/1420129344;way/207579638,8.1006391,50.8710004,DE,POINT (8.1006391 50.8710004)
virtual_way/207800275:0-220,220,f,Substation,f,way/1095719612;way/207800275,7.09494102,50.58359492,DE,POINT (7.09494102 50.58359492)
virtual_way/207800275:0-380,380,f,Substation,f,way/1095719612;way/207800275,7.09522855,50.58379301,DE,POINT (7.09522855 50.58379301)
virtual_way/207876772:0-220,220,f,Substation,f,way/207876772;way/208346331;way/208346332,7.2856906,46.3793132,CH,POINT (7.2856906 46.3793132)
virtual_way/207876772:1-220,220,f,Substation,f,way/207876772;way/208345690;way/208346331,7.2952705,46.3520764,CH,POINT (7.2952705 46.3520764)
virtual_way/207895374:1-380,380,f,Substation,f,way/207895374;way/207993341;way/208625022,9.917666,46.5686294,CH,POINT (9.917666 46.5686294)
virtual_way/208277719:0-220,220,f,Substation,f,way/208277719,13.47186615,45.85261711,IT,POINT (13.47186615 45.85261711)
virtual_way/208294447:1-220,220,f,Substation,f,way/208294447;way/208294481,24.3625879,45.0546277,RO,POINT (24.3625879 45.0546277)
virtual_way/208404332:b:1-220,220,f,Substation,f,way/208404332;way/263493512,8.01141987,46.33174418,CH,POINT (8.01141987 46.33174418)
virtual_way/208487760:1-380,380,f,Substation,f,way/208487760;way/208488180,9.2172237,46.4208678,CH,POINT (9.2172237 46.4208678)
virtual_way/208555946:0-220,220,f,Substation,f,way/208555946,9.5152747,46.3357422,CH,POINT (9.5152747 46.3357422)
virtual_way/208560300:1-220,220,f,Substation,f,way/1092484641;way/208560300;way/208560302,9.0158809,46.2429022,CH,POINT (9.0158809 46.2429022)
virtual_way/208625022:1-380,380,f,Substation,f,way/1200670020;way/208625022,9.8856431,46.5261258,CH,POINT (9.8856431 46.5261258)
